Irena Nowacka;1950-09-08;Turek;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;06 Konin;;F
Witold Białobrzewski;1931-06-15;Strzemieczna-Wiosny;Parlamentarny Klub Polskiego Stronnictwa Ludowego;23 Olsztyn;;M
Andrzej Raj;1950-11-25;Uniejów Kolonia;Klub Parlamentarny Konwencja Polska;36 Katowice;;M
Henryk Kroll;1949-01-20;Gogolin;Parlamentarne Koło Mniejszości Niemieckiej;10 Opole;;M
Władysław Wrona;1940-07-09;Przysietnica;Parlamentarny Klub Polskiego Stronnictwa Ludowego;30 Przemyśl;;M
Stanisław Żurowski;1943-08-24;Lwów - ZSRR;Klub Parlamentarny Unia Demokratyczna;32 Nowy Sącz;;M
Władysław Raiter;1947-04-03;Poznań;Klub Parlamentarny Konwencja Polska;05 Piotrków Trybunalski;;M
Stanisław Wądołowski;1938-01-04;Perki-Franki;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;20 Szczecin;;M
Zbigniew Adamczyk;1951-11-22;Katowice;Klub Parlamentarny Konfederacji Polski Niepodległej;02 Legionowo;;M
Michał Tokarzewski;1957-03-17;Chorzów;Klub Parlamentarny Konfederacji Polski Niepodległej;03 Płock;;M
Adam Matuszczak;1941-04-19;Rzeszów;Klub Parlamentarny Konwencja Polska;29 Rzeszów;;M
Wanda Sikora;1938-01-16;Zaburze;Klub Parlamentarny Porozumienie Ludowe;16 Toruń;;F
Barbara Frączek;1941-12-03;Lwów - ZSRR;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;29 Rzeszów
Paweł Musioł;1944-08-10;Rybnik;poseł niezrzeszony;37 Gliwice;;M
Tadeusz Biliński;1932-12-04;Trzemeszno;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;14 Zielona Góra;;M
Kazimierz Chełstowski;1937-03-01;Zalesie Poczynki;poseł niezrzeszony;23 Olsztyn;;M
Jacek Maziarski;1937-01-20;Świętochłowice;Parlamentarny Klub Porozumienia Centrum;02 Legionowo;;M
Tadeusz Gajda;1954-01-08;Kuźnia;Parlamentarny Klub Polskiego Stronnictwa Ludowego;03 Płock;;M
Radosław Gawlik;1957-08-23;Wrocław;Klub Parlamentarny Unia Demokratyczna;11 Wrocław;;M
Waldemar Pelc;1956-09-07;Kraków;Klub Polski Program Liberalny;33 Kraków;;M
Stanisław Kocjan;1942-01-02;Baran;poseł niezrzeszony;20 Szczecin;;M
Zbigniew Frost;1956-11-03;Gdańsk;Klub Parlamentarny Konfederacji Polski Niepodległej;22 Gdańsk;;M
Wojciech Włodarczyk;1949-07-05;Warszawa;Klub Parlamentarny &quot;Ruch dla Rzeczypospolitej&quot;;28 Lublin
Jan Lityński;1946-01-18;Warszawa;Klub Parlamentarny Unia Demokratyczna;12 Wałbrzych;;M
Jacek Kuroń;1934-03-03;Lwów - Ukraina;Klub Parlamentarny Unia Demokratyczna;01 Warszawa;;M
Jerzy Szmajdziński;1952-04-09;Wrocław;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;13 Jelenia Góra;;M
Marian Kozłowski;1936-11-29;Folwarki Wielkie;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;23 Olsztyn;;M
Józef Gutowski;1942-11-30;Wielodróż;Klub Parlamentarny Konwencja Polska;24 Ostrołęka;;M
Czesław Nowak;1938-01-11;Smyków;Parlamentarny Klub Porozumienia Centrum;22 Gdańsk;;M
Józef Błaszczeć;1947-06-19;Kobylniki;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;09 Częstochowa;;M
Filip Kaczmarek;1966-11-22;Poznań;Klub Polski Program Liberalny;18 Poznań;;M
Jerzy Matyjek;1926-11-14;Radziejowice;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;16 Toruń;;M
Andrzej Bajołek;1945-11-20;Kraków;Parlamentarny Klub Polskiego Stronnictwa Ludowego;33 Kraków;;M
Paweł Zalewski;1964-09-25;Warszawa;Klub Parlamentarny Konwencja Polska;26 Siedlce;;M
Andrzej Andrysiak;1939-10-16;Barchnowy;Parlamentarny Klub Porozumienia Centrum;10 Opole;;M
Czesław Śleziak;1952-06-30;Laliki;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;36 Katowice;;M
Jerzy Michalak;1948-09-17;Waszkowo;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;27 Zamość;;M
Andrzej Adamowicz;1947-09-04;Zagóry;Klub Parlamentarny Porozumienie Ludowe;05 Piotrków Trybunalski;;M
Marek Samborski;1959-06-18;Gromadka;Klub Polski Program Liberalny;10 Opole;;M
Kazimierz Wilk;1957-02-28;Olkusz;Klub Parlamentarny Konfederacji Polski Niepodległej;34 Bielsko-Biała;;M
Waldemar Pawlak;1959-09-05;Pacyna;Parlamentarny Klub Polskiego Stronnictwa Ludowego;03 Płock;;M
Georg Brylka;1929-07-24;Dobrodzień;Parlamentarne Koło Mniejszości Niemieckiej;09 Częstochowa;;M
Adam Sengebusch;1969-01-08;Bydgoszcz;Klub Parlamentarny Konfederacji Polski Niepodległej;17 Bydgoszcz;;M
Waldemar Bartosz;1954-01-17;Snochowice;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;08 Kielce
Leszek Bubel;1957-01-19;Węgrów;poseł niezrzeszony;12 Wałbrzych;;M
Zbigniew Skorecki;1954-09-15;Kraków;Klub Parlamentarny Konfederacji Polski Niepodległej;33 Kraków;;M
Władysław Staniuk;1934-06-18;Kupracze - ZSRR;Koło Poselskie &quot;Chrześcijańska Demokracja&quot;;21 Koszalin
Stanisław Hniedziewicz;1943-11-19;Warszawa;Klub Parlamentarny &quot;Ruch dla Rzeczypospolitej&quot;;03 Płock
Michał Janiszewski;1954-09-26;Łochów;Klub Parlamentarny Konfederacji Polski Niepodległej;23 Olsztyn;;M
Mariusz Wesołowski;1950-04-11;Tarnów;Klub Parlamentarny Unia Demokratyczna;23 Olsztyn;;M
Jacek Soska;1954-09-20;Siemianowice Śląskie;Parlamentarny Klub Polskiego Stronnictwa Ludowego;35 Sosnowiec;;M
Zbigniew Janowski;1955-10-04;Przemyśl;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;27 Zamość;;M
Adam Lipiński;1956-09-11;Głubczyce;Parlamentarny Klub Porozumienia Centrum;11 Wrocław;;M
Zenon Witt;1931-06-09;Parkowo;Parlamentarny Klub Polskiego Stronnictwa Ludowego;19 Gorzów;;M
Sławomir Rogucki;1965-07-18;Chełm;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;27 Zamość
Marek Kłoczko;1951-12-03;Augustów;Klub Polski Program Liberalny;14 Zielona Góra;;M
Gwidon Wójcik;1962-06-01;Tarnów;Klub Parlamentarny Unia Demokratyczna;31 Tarnów;;M
Jan Zylber;1936-04-14;Kalisz;Klub Polski Program Liberalny;20 Szczecin;;M
Henryk Suchora;1951-02-19;Osinki;Klub Parlamentarny Porozumienie Ludowe;29 Rzeszów;;M
Tadeusz Szymańczak;1952-04-06;Skrzelew;Klub Parlamentarny Porozumienie Ludowe;03 Płock;;M
Irena Ewa Lipowicz;1953-06-09;Gliwice;Klub Parlamentarny Unia Demokratyczna;36 Katowice;;F
Ryszard Bogusz;1954-12-14;Słupsk;Klub Parlamentarny Konfederacji Polski Niepodległej;21 Koszalin;;M
Kazimierz Pękała;1941-05-25;Ostrożne;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;24 Ostrołęka;;M
Ryszard Jastrzębski;1956-06-15;Nowa Ruda;Parlamentarny Klub Polskiego Stronnictwa Ludowego;12 Wałbrzych;;M
Irmindo Bocheń;1948-05-19;Giżycko;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;13 Jelenia Góra;;M
Józef Pawlak;1949-06-29;Karnice;Koło Poselskie Partii Emerytów i Rencistów &quot;Nadzieja&quot;;13 Jelenia Góra
Mirosław Drzewiecki;1956-07-08;Łódź;Klub Polski Program Liberalny;04 Łódź;;M
Zbigniew Kośla;1947-05-24;Łęknica;Klub Polski Program Liberalny;08 Kielce;;M
Aleksander Łuczak;1943-09-10;Legionowo;Parlamentarny Klub Polskiego Stronnictwa Ludowego;24 Ostrołęka;;M
Teresa Liszcz;1945-05-26;Choiny;Parlamentarny Klub Porozumienia Centrum;28 Lublin;;F
Alojzy Pietrzyk;1951-03-31;Wiska Wielka;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;36 Katowice
Ryszard Jacek Żochowski;1941-06-19;Warszawa;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;01 Warszawa;;M
Elżbieta Seferowicz;1935-06-05;Warszawa;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;36 Katowice
Alojzy Szablewski;1925-07-04;Tczew;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;22 Gdańsk;;M
Andrzej Arendarski;1949-11-15;Warszawa;Klub Polski Program Liberalny;02 Legionowo;;M
Jan Pamuła;1951-06-24;Bielsko-Biała;Klub Polski Program Liberalny;34 Bielsko-Biała;;M
Jacek Turczyński;1964-11-22;Leszno;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;14 Zielona Góra;;M
Lech Mażewski;1955-02-15;Sopot;Klub Parlamentarny Konwencja Polska;18 Poznań;;M
Tomasz Szczepuła;1956-03-23;Zielona Góra;Klub Parlamentarny Unia Demokratyczna;14 Zielona Góra;;M
Ireneusz Sekuła;1943-01-22;Sosnowiec;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;35 Sosnowiec;;M
Kazimierz Ujazdowski;1964-07-28;Kielce;Klub Parlamentarny Konwencja Polska;24 Ostrołęka;;M
Józef Orzeł;1946-02-26;Charków - Ukraina;Klub Polski Program Liberalny;19 Gorzów;;M
Janusz Lewandowski;1951-06-13;Lublin;Klub Polski Program Liberalny;28 Lublin;;M
Zbigniew Gorzelańczyk;1944-07-31;Leszno;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;14 Zielona Góra;;M
Tadeusz Bień;1944-09-02;Sławice;poseł niezrzeszony;22 Gdańsk;;M
Piotr Wójcik;1963-06-29;Warszawa;Klub Parlamentarny &quot;Ruch dla Rzeczypospolitej&quot;;02 Legionowo
Olga Krzyżanowska;1929-09-10;Warszawa;Klub Parlamentarny Unia Demokratyczna;22 Gdańsk;;F
Jacek Piechota;1959-04-28;Szczecin;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;20 Szczecin;;M
Marek Mazurkiewicz;1931-06-20;Wilno - Litwa;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;11 Wrocław;;M
Marek Siwiec;1964-03-26;Radom;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;07 Radom;;M
Janusz Maćkowiak;1950-05-04;Zakrzewo;Parlamentarny Klub Polskiego Stronnictwa Ludowego;14 Zielona Góra;;M
Wojciech Zarzycki;1942-06-26;Warszawa;Parlamentarny Klub Polskiego Stronnictwa Ludowego;06 Konin;;M
Andrzej Borowski;1950-10-13;Wałbrzych;Parlamentarny Klub Polskiego Stronnictwa Ludowego;10 Opole;;M
Grzegorz Schreiber;1961-02-14;Bydgoszcz;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;17 Bydgoszcz;;M
Wanda Sokołowska;1940-10-23;Płock;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;03 Płock;;F
Kazimierz Barczyk;1950-01-25;Wolbrom;Klub Parlamentarny &quot;Ruch dla Rzeczypospolitej&quot;;33 Kraków
Jadwiga Berak;1945-10-15;Białystok;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;07 Radom;;F
Leszek Moczulski;1930-06-07;Warszawa;Klub Parlamentarny Konfederacji Polski Niepodległej;33 Kraków;;M
Zbigniew Kaniewski;1948-11-09;Białogard;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;04 Łódź;;M
Ryszard Czarnecki;1963-01-25;Londyn - Wielka Brytania;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;11 Wrocław;;M
Piotr Walerych;1958-05-22;Szczecin;Koło Poselskie Akcji Polskiej;18 Poznań;;M
Roman Bartoszcze;1946-12-09;Jaroszewice;Klub Parlamentarny &quot;Ruch dla Rzeczypospolitej&quot;;14 Zielona Góra
Barbara Różycka;1946-06-06;Warszawa;Klub Parlamentarny Konfederacji Polski Niepodległej;01 Warszawa;;F
Andrzej Hardy;1942-08-10;Tarnopol - ZSRR;Klub Polski Program Liberalny;35 Sosnowiec;;M
Edward Flak;1948-05-13;Sieraków Śląski;Parlamentarne Koło Mniejszości Niemieckiej;09 Częstochowa;;M
Jerzy Wiatr;1931-09-17;Warszawa;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;01 Warszawa;;M
Piotr Nowina-Konopka;1949-05-27;Chorzów;Klub Parlamentarny Unia Demokratyczna;07 Radom;;M
Edward Rzepka;1947-06-19;Busko-Zdrój;Klub Parlamentarny Konwencja Polska;08 Kielce;;M
Zdzisław Dubiella;1938-04-27;Starogard Gdański;Parlamentarny Klub Porozumienia Centrum;21 Koszalin;;M
Kazimierz Rostek;1945-03-16;Pysznica;Klub Parlamentarny Konwencja Polska;29 Rzeszów;;M
Wiesław Chrzanowski;1923-12-20;Warszawa;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;;;M
Zdzisław Tuszyński;1938-08-15;Poznań;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;18 Poznań;;M
Sławomir Szatkowski;1944-08-29;Konin;Parlamentarny Klub Polskiego Stronnictwa Ludowego;22 Gdańsk;;M
Dariusz Sońta;1965-10-15;Radom;Klub Parlamentarny Konfederacji Polski Niepodległej;07 Radom;;M
Andrzej Szarawarski;1948-02-25;Czeladź;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;35 Sosnowiec;;M
Zbigniew Ładosz;1939-04-14;Wrotnów;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;06 Konin
Mieczysław Gil;1944-01-09;Gace Słupieckie;Klub Parlamentarny Konwencja Polska;33 Kraków;;M
Tadeusz s.Franciszka Kowalczyk;1933-01-05;Bieliny;Klub Parlamentarny Konwencja Polska;08 Kielce;;M
Włodzimierz Cimoszewicz;1950-09-13;Warszawa;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;25 Białystok;;M
Krzysztof Kamiński;1957-03-17;Lublin;Klub Parlamentarny Konfederacji Polski Niepodległej;28 Lublin;;M
Józef Cinal;1936-10-11;Wieprz;Parlamentarny Klub Polskiego Stronnictwa Ludowego;34 Bielsko-Biała;;M
Antoni Dzierżyński;1942-06-25;Nowy Sącz;Koło Poselskie Unii Polityki Realnej;13 Jelenia Góra;;M
Barbara Labuda;1946-04-19;Żmigród;Klub Parlamentarny Unia Demokratyczna;11 Wrocław;;F
Jadwiga Rudnicka;1931-08-29;Sokołówka - ZSRR;Koło Poselskie &quot;Chrześcijańska Demokracja&quot;;37 Gliwice
Marek Muszyński;1947-01-23;Lublin;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;11 Wrocław
Bronisław Dutka;1957-08-15;Pisarzowa;Parlamentarny Klub Polskiego Stronnictwa Ludowego;32 Nowy Sącz;;M
Janusz Koza;1962-01-04;Kielce;Klub Parlamentarny Konfederacji Polski Niepodległej;08 Kielce;;M
Bogumił Zych;1959-08-22;Wałbrzych;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;12 Wałbrzych;;M
Bożena Gaj;1951-12-23;Proszowice;Klub Parlamentarny Konfederacji Polski Niepodległej;33 Kraków;;F
Krzysztof Popenda;1958-03-08;Dobrodzień;Klub Parlamentarny Konfederacji Polski Niepodległej;10 Opole;;M
Adam Słomka;1964-11-23;Cieszyn;Klub Parlamentarny Konfederacji Polski Niepodległej;36 Katowice;;M
Jan Kowalik;1948-02-13;Wronów;Parlamentarny Klub Polskiego Stronnictwa Ludowego;27 Zamość;;M
Stanisław Węgłowski;1938-12-02;Dzierżenin;Klub Parlamentarny &quot;Ruch dla Rzeczypospolitej&quot;;24 Ostrołęka
Zygmunt Kufel;1947-02-02;Lechlin;Klub Parlamentarny Unia Demokratyczna;19 Gorzów;;M
Wit Majewski;1943-07-21;Janów;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;02 Legionowo;;M
Michał Boni;1954-06-10;Poznań;Klub Polski Program Liberalny;07 Radom;;M
Tadeusz Syryjczyk;1948-02-09;Kraków;Klub Parlamentarny Unia Demokratyczna;33 Kraków;;M
Józef Kowalczyk;1948-12-04;Oleszno Kieleckie;Klub Parlamentarny Unia Demokratyczna;20 Szczecin;;M
Krzysztof Ibisz;1965-02-25;Warszawa;Koło Poselskie Partii Emerytów i Rencistów &quot;Nadzieja&quot;;04 Łódź
Andrzej Smirnow;1938-09-09;Warszawa;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;01 Warszawa
Dariusz Boguski;1958-05-31;Białystok;Klub Polski Program Liberalny;25 Białystok;;M
Stefan Szańkowski;1955-08-31;Łosice;Klub Parlamentarny Porozumienie Ludowe;26 Siedlce;;M
Stanisław Kalemba;1947-10-25;Piekary;Parlamentarny Klub Polskiego Stronnictwa Ludowego;18 Poznań;;M
Erhard Bastek;1943-08-29;Bytom;Parlamentarne Koło Mniejszości Niemieckiej;36 Katowice;;M
Bartłomiej Kołodziej;1954-10-12;Włocławek;Parlamentarny Klub Porozumienia Centrum;16 Toruń;;M
Mirosław Lewandowski;1961-10-13;Kraków;Klub Parlamentarny Konfederacji Polski Niepodległej;33 Kraków;;M
Bogusław Choina;1950-06-20;Kraków;Klub Polski Program Liberalny;37 Gliwice;;M
Leszek Miller;1946-07-03;Żyrardów;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;04 Łódź;;M
Aleksander Bentkowski;1941-02-14;Stanisławów - Ukraina;Parlamentarny Klub Polskiego Stronnictwa Ludowego;29 Rzeszów;;M
Zbigniew Mierzwa;1955-06-14;Gać;Parlamentarny Klub Polskiego Stronnictwa Ludowego;30 Przemyśl;;M
Zdzisław Domański;1943-06-06;Kłodawa;Parlamentarny Klub Polskiego Stronnictwa Ludowego;06 Konin;;M
Piotr Czarnecki;1956-06-06;Kraków;Unia Pracy - Koło Parlamentarne;33 Kraków;;M
Andrzej Zakrzewski;1950-05-12;Bydgoszcz;Klub Polski Program Liberalny;23 Olsztyn;;M
Eugeniusz Aleksandrowicz;1949-09-06;Grzegrzółki;Klub Polski Program Liberalny;03 Płock;;M
Marian Piłka;1954-06-16;Trąbki;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;26 Siedlce;;M
Lech Pruchno-Wróblewski;1939-02-10;Gdynia;Koło Poselskie Unii Polityki Realnej;01 Warszawa;;M
Włodzimierz Sumara;1946-05-31;Będzin;Klub Parlamentarny Porozumienie Ludowe;23 Olsztyn;;M
Izabella Sierakowska;1946-09-22;Góra Śląska;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;28 Lublin;;F
Piotr Polmański;1954-08-18;Lidzbark Welski;Klub Parlamentarny Unia Demokratyczna;36 Katowice;;M
Tadeusz Jędrzejczak;1955-11-04;Gorzów;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;19 Gorzów;;M
Edmund Krasowski;1955-08-30;Elbląg;Klub Parlamentarny &quot;Ruch dla Rzeczypospolitej&quot;;23 Olsztyn
Ryszard Bugaj;1944-02-22;Gawłów;Unia Pracy - Koło Parlamentarne;01 Warszawa;;M
Włodzimierz Wiertek;1948-10-26;Topola;Parlamentarny Klub Polskiego Stronnictwa Ludowego;08 Kielce;;M
Bolesław Twaróg;1948-09-13;Siemianowice Śląskie;Parlamentarny Klub Porozumienia Centrum;36 Katowice;;M
Krzysztof Tchórzewski;1950-05-19;Rzążew;Parlamentarny Klub Porozumienia Centrum;26 Siedlce;;M
Janusz Korwin-Mikke;1942-10-27;Warszawa;Koło Poselskie Unii Polityki Realnej;18 Poznań;;M
Aleksander Hall;1953-05-20;Gdańsk;Klub Parlamentarny Konwencja Polska;22 Gdańsk;;M
Wacław Niewiarowski;1942-06-28;Stefanowo - ZSRR;Klub Parlamentarny Konwencja Polska;19 Gorzów;;M
Andrzej Chmiel;1964-01-28;Zamość;Klub Parlamentarny Konfederacji Polski Niepodległej;27 Zamość;;M
Maria Barucka;1939-09-14;Częstochowa;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;09 Częstochowa;;F
Henryk Strzelecki;1921-02-03;Wojnowice;Parlamentarny Klub Polskiego Stronnictwa Ludowego;01 Warszawa;;M
Katarzyna Pietrzyk;1966-06-28;Warszawa;Klub Parlamentarny Konfederacji Polski Niepodległej;01 Warszawa;;F
Maciej Zalewski;1956-02-26;Kutno;Klub Polski Program Liberalny;13 Jelenia Góra;;M
Grzegorz Kazimierski;1958-03-01;Mysłowice;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;36 Katowice;;M
Zygmunt Berdychowski;1960-09-09;Krynica;Klub Parlamentarny Konwencja Polska;32 Nowy Sącz;;M
Waldemar Jędryka;1950-02-15;Słupsk;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;21 Koszalin;;M
Zofia Kowalczyk;1945-05-06;Tarczyn;Parlamentarny Klub Polskiego Stronnictwa Ludowego;36 Katowice;;F
Andrzej Baraniecki;1934-06-11;Kalisz;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;18 Poznań;;M
Franciszek Stefaniuk;1944-06-04;Drelów;Parlamentarny Klub Polskiego Stronnictwa Ludowego;26 Siedlce;;M
Józef Kaleta;1925-02-28;Krasina Wielka;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;11 Wrocław;;M
Leszek Bugaj;1947-03-05;Opole Lubelskie;Parlamentarny Klub Polskiego Stronnictwa Ludowego;08 Kielce;;M
Teresa Bazała;1955-01-01;Jugów;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;12 Wałbrzych;;F
Adam Glapiński;1950-04-09;Warszawa;Parlamentarny Klub Porozumienia Centrum;01 Warszawa;;M
Andrzej Wojtyła;1955-05-01;Kalisz;Klub Parlamentarny Konwencja Polska;15 Kalisz;;M
Zbigniew Siemiątkowski;1957-10-08;Ciechanów;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;24 Ostrołęka;;M
Antoni Macierewicz;1948-08-03;Warszawa;Koło Poselskie Akcji Polskiej;01 Warszawa;;M
Marcin Przybyłowicz;1938-11-21;Toruń;Klub Polski Program Liberalny;01 Warszawa;;M
Janusz Maksymiuk;1947-01-19;Janówka;Parlamentarny Klub Polskiego Stronnictwa Ludowego;11 Wrocław;;M
Andrzej Kostarczyk;1946-09-22;Myszków;Klub Parlamentarny &quot;Ruch dla Rzeczypospolitej&quot;;09 Częstochowa
Paweł Abramski;1947-02-20;Warszawa;Klub Polski Program Liberalny;23 Olsztyn;;M
Jerzy Osiatyński;1941-11-02;Ryga - ZSRR;Klub Parlamentarny Unia Demokratyczna;30 Przemyśl;;M
Wacław Martyniuk;1949-11-10;Bytom;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;37 Gliwice;;M
Marek Maciej Siwiec;1955-03-13;Piekary Śląskie;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;15 Kalisz;;M
Iwona Zakrzewska;1958-01-28;Gorzów Wielkopolski;Klub Parlamentarny Konfederacji Polski Niepodległej;14 Zielona Góra;;F
Mieczysław Pawlak;1941-02-07;Klęczany;Klub Parlamentarny Porozumienie Ludowe;24 Ostrołęka;;M
Józef Zych;1938-03-23;Giedlarowa;Parlamentarny Klub Polskiego Stronnictwa Ludowego;;;M
Henryk Klata;1942-11-07;Kolonia Ossa;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;01 Warszawa;;M
Andrzej Andrzejczak;1960-02-25;Gorzyczki;Klub Parlamentarny Konfederacji Polski Niepodległej;37 Gliwice;;M
Zbigniew Bujak;1954-11-29;Łopuszno;Unia Pracy - Koło Parlamentarne;01 Warszawa;;M
Tomasz Brach;1959-01-05;Warszawa;Klub Polski Program Liberalny;13 Jelenia Góra;;M
Zygmunt Mogiła-Lisowski;1928-11-15;Romanówka-Wołyń - Ukraina;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;27 Zamość;;M
Antoni Czajka;1929-07-02;Mościska;poseł niezrzeszony;16 Toruń;;M
Jerzy Jaskiernia;1950-03-21;Kudowa Zdrój;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;29 Rzeszów;;M
Marek Dziubek;1959-03-18;Częstochowa;Parlamentarny Klub Porozumienia Centrum;09 Częstochowa;;M
Tadeusz Jedynak;1949-04-16;Niesadna;poseł niezrzeszony;37 Gliwice;;M
Sławomir Panek;1944-06-08;Proszowice;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;35 Sosnowiec
Sławomir Siwek;1950-10-11;Warszawa;Parlamentarny Klub Porozumienia Centrum;27 Zamość;;M
Włodzimierz Puzyna;1947-07-09;Szczecin;Klub Parlamentarny Unia Demokratyczna;20 Szczecin;;M
Tomasz Szyszko;1960-12-22;Konin;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;06 Konin;;M
Marian Kępka;1938-01-02;Jakubów gm. Goszczyn;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;07 Radom;;M
Jacek Bujak;1945-07-07;Maszkienice;Parlamentarny Klub Porozumienia Centrum;29 Rzeszów;;M
Piotr Krutul;1960-08-08;Suchowola;Klub Parlamentarny Porozumienie Ludowe;25 Białystok;;M
Władysław Liwak;1942-02-24;Branew;Klub Parlamentarny Unia Demokratyczna;29 Rzeszów;;M
Wiesława Ziółkowska;1950-05-21;Poznań;Unia Pracy - Koło Parlamentarne;18 Poznań;;F
Jacek Merkel;1954-11-20;Toruń;Klub Polski Program Liberalny;16 Toruń;;M
Adam Piechowicz;1963-03-08;Warszawa;Koło Poselskie Partii Emerytów i Rencistów &quot;Nadzieja&quot;;04 Łódź
Tadeusz Sytek;1946-04-06;Biskupin;Parlamentarny Klub Polskiego Stronnictwa Ludowego;15 Kalisz;;M
Adam Halber;1948-11-07;Bydgoszcz;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;37 Gliwice;;M
Aleksander Kwaśniewski;1954-11-15;Białogard;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;01 Warszawa;;M
Sławomir Chabiński;1957-06-29;Dąbrowa Górnicza;Klub Polski Program Liberalny;35 Sosnowiec;;M
Anna Dudkiewicz;1948-10-02;Piotrków Trybunalski;Sojusz Lewicy Demokratycznej - Klub Parlamentarny;05 Piotrków Trybunalski;;F
Wojciech Wardacki;1960-04-28;Nowe;poseł niezrzeszony;20 Szczecin;;M
Zbigniew Janas;1953-07-02;Warszawa;Klub Parlamentarny Unia Demokratyczna;01 Warszawa;;M
Wojciech Arkuszewski;1948-10-31;Wrocław;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;24 Ostrołęka
Antoni Tyrakowski;1953-05-23;Strzegowa;Klub Parlamentarny NSZZ &quot;Solidarność&quot;;15 Kalisz
Władysław Serafin;1950-07-24;Piaseczno;Parlamentarny Klub Polskiego Stronnictwa Ludowego;09 Częstochowa;;M
Maria Zajączkowska;1939-01-30;Muszyna;Klub Parlamentarny Unia Demokratyczna;17 Bydgoszcz;;F
Eugeniusz Czykwin;1949-09-12;Orla;poseł niezrzeszony;25 Białystok;;M
Władysław Frasyniuk;1954-11-25;Wrocław;Klub Parlamentarny Unia Demokratyczna;11 Wrocław;;M
Jan Łopuszański;1955-06-10;Gdańsk;Klub Parlamentarny Zjednoczenia Chrześcijańsko-Narodowego;07 Radom;;M
