Roman Bolesław Bartoszcze;1946.12.09;Jaroszewice;Parlamentarny Klub Chrześcijańsko-Ludowy;015 Inowrocław;M
Marek Tadeusz Boral;1947.03.07;Wola Mokrzeska;Parlamentarny Klub Lewicy Demokratycznej;018 Częstochowa;M
Jacek Soska;1954.09.20;Siemianowice Śląskie;Klub Poselski Polskiego Stronnictwa Ludowego;035 Dąbrowa Górnicza;M
Stanisław Babiński;1937.09.17;Gawliki;Parlamentarny Klub Lewicy Demokratycznej;082 Białobrzegi;M
Edward Rzepka;1947.06.19;Busko-Zdrój;Obywatelski Klub Parlamentarny;042 Kielce;M
Józef Edmund Bogusz;1956.03.12;Poznań;Klub Niezależnych Posłów;089 Słupsk;M
Józef Łochowski;1941.01.08;Zagórze;Klub Poselski Polskiego Stronnictwa Ludowego;082 Białobrzegi;M
Zbigniew Józef Kostrzewa;1934.10.14;Lipsko n/Wisłą woj. radomskie;Klub Niezależnych Posłów;088 Skierniewice;M
Stanisław Cieśla;1945.01.08;Dębina pow. Wieluń gm. Osjaków;Obywatelski Klub Parlamentarny;087 Sieradz;M
Michał Hubert Chałoński;1943.11.03;Kielce;Klub Parlamentarny-Unia Demokratyczna;043 Skarżysko-Kamienna;M
Michał Bernard Wojtczak;1956.08.18;Poznań;Klub Parlamentarny-Unia Demokratyczna;077 Poznań-Grunwald;M
Jan Zdzisław Dalgiewicz;1942.07.04;Radziwie;Parlamentarny Klub Lewicy Demokratycznej;103 Wrocław-Psie Pole;M
Eugeniusz Brzeziński;1939.12.06;Wokowice;Klub Poselski Stowarzyszenia PAX;049 Kraków-Nowa Huta;M
Stefan Ryder;1947.11.20;Mogilno woj. bydgoskie;Parlamentarny Klub Ekologiczny;047 Szczecinek;M
Mieczysław Leon Czerniawski;1948.07.15;Glinne Lesko;Parlamentarny Klub Lewicy Demokratycznej;059 Łomża;M
Franciszek Kieć;1926.03.03;Wielka Wieś gm.Wojnicz;Klub Poselski Polskiego Stronnictwa Ludowego;096 Tarnów;M
Józef Stanisław Zegar;1940.10.30;Szynwald gm. Skrzyszów;Klub Poselski Polskiego Stronnictwa Ludowego;096 Tarnów;M
Seweryn Ostapiuk;1945.08.09;Czeberaki woj.bialskopodlaskie;Parlamentarny Klub Lewicy Demokratycznej;008 Biała Podlaska;M
Bohdan Pilarski;1931.09.24;Brzozowiec;Obywatelski Klub Parlamentarny;031 Kępno;M
Andrzej Konopka;1935.07.22;Sokółka woj. białostockie;Klub Poselski Stronnictwa Demokratycznego;102 Włocławek;M
Anna Teresa Dudkiewicz;1948.10.02;Piotrków Trybunalski;Parlamentarny Klub Lewicy Demokratycznej;073 Piotrków Trybunalski;F
Krzysztof Jakub Putra;1957.07.04;Józefowo woj. suwalskie;Obywatelski Klub Parlamentarny;009 Białystok;M
Alfred Bielewicz;1941.11.08;Strapieliszki ZSRR;Klub Poselski Stronnictwa Demokratycznego;107 Zielona Góra;M
Janusz Dobrosz;1954.03.07;Wieruszów;Klub Poselski Polskiego Stronnictwa Ludowego;103 Wrocław-Psie Pole;M
Anna Teresa Bukowska;1937.08.10;Warszawa;Parlamentarny Klub Lewicy Demokratycznej;006 Warszawa-Praga Północ;F
Andrzej Jan Sikora;1946.12.01;Cieszyn;Obywatelski Klub Parlamentarny;012 Andrychów;M
Jerzy Zdrada;1936.11.26;Częstochowa;Klub Parlamentarny-Unia Demokratyczna;048 Kraków-Śródmieście;M
Zenon Złakowski;1942.12.09;Zarzeczewo;Obywatelski Klub Parlamentarny;067 Olsztyn;M
Jerzy Michał Gołaczyński;1935.11.16;Warszawa;Parlamentarny Klub Lewicy Demokratycznej;028 Bolesławiec;M
Józef Bąk;1946.03.21;Wielołęka pow. Konin;Poselski Klub Pracy;054 Leszno;M
Romualda Czesława Matusiak;1942.01.01;Tuliszków;Parlamentarny Klub Lewicy Demokratycznej;;F
Stanisław Strózik;1937.07.05;Malinówka 17 gm. Skonilin;Obywatelski Klub Parlamentarny;087 Sieradz;M
Ryszard Jan Zieliński;1935.03.27;Sochaczew;Klub Posłów Wojskowych;050 Kraków-Podgórze;M
Zbigniew Mierzwa;1955.06.14;Gać;Klub Poselski Polskiego Stronnictwa Ludowego;080 Przemyśl;M
Bolesław Szkutnik;1942.12.16;Górne Bakince Jugosławia;Parlamentarny Klub Lewicy Demokratycznej;049 Kraków-Nowa Huta;M
Witysław Wiktor Dys-Kulerski;1935.01.22;Grudziądz;Klub Parlamentarny-Unia Demokratyczna;099 Grudziądz;M
Wanda Zofia Sokołowska;1940.10.23;Płock;Parlamentarny Klub Lewicy Demokratycznej;075 Płock;F
Jan Szlachta;1940.11.06;Siersza;Parlamentarny Klub Lewicy Demokratycznej;037 Gliwice;M
Jacek Jan Kuroń;1934.03.03;Lwów;Klub Parlamentarny-Unia Demokratyczna;005 Warszawa-Żoliborz;M
Jan Stanisław Rajtar;1939.04.23;wieś Folwarki gm. Stopnica;Klub Poselski Polskiego Stronnictwa Ludowego;057 Puławy;M
Bohdan Wacław Osiński;1925.04.24;Neufschatel (Szwajcaria);Parlamentarny Klub Ekologiczny;061 Łódź-Śródmieście;M
Roman Greń;1937.10.14;Brenna;Parlamentarny Klub Lewicy Demokratycznej;011 Bielsko-Biała;M
Krzysztof Janusz Czereyski;1938.02.12;Koniecbór;Klub Poselski Stronnictwa Demokratycznego;065 Nowy Targ;M
Stefan Bieliński;1946.09.23;Kutyłowo woj. łomżyńskie;Klub Parlamentarny-Unia Demokratyczna;002 Warszawa-Mokotów;M
Teresa Liszcz;1945.05.26;Choiny woj. lubelskie;poseł niezrzeszony;055 Lublin;F
Lech Krzysztof Paprzycki;1947.04.14;Warka woj. radomskie;poseł niezrzeszony;003 Warszawa-Ochota;M
Bogdan Marek Szczygieł;1956.11.05;Chorzów;Parlamentarny Klub Lewicy Demokratycznej;038 Chorzów;M
Teresa Maria Czarnik-Sojka;1932.01.17;Nowy Sącz;Poselski Klub Pracy;032 Katowice;F
Stefan Franciszek Mleczko;1957.09.02;Chorzów;Parlamentarny Klub Lewicy Demokratycznej;;M
Wojciech Jan Gryczewski;1934.12.03;Sierpc;Klub Poselski Polskiego Stronnictwa Ludowego;067 Olsztyn;M
Andrzej Grzyb;1956.08.23;Siedlików 126;Klub Poselski Polskiego Stronnictwa Ludowego;031 Kępno;M
Jan Edward Łopuszański;1955.06.10;Gdańsk;Obywatelski Klub Parlamentarny;081 Radom;M
Maria Marta Gomola;1941.05.29;Piekary Śląskie;Parlamentarny Klub Lewicy Demokratycznej;038 Chorzów;F
Marek Józef Dziubek;1959.03.18;Częstochowa;Obywatelski Klub Parlamentarny;019 Lubliniec;M
Janusz Trzciński;1942.07.01;Kuńkowce k/Przemyśla;Parlamentarny Klub Lewicy Demokratycznej;105 Wrocław-Krzyki;M
Andrzej Jerzy Glapiński;1944.04.24;Piwniczna-Zdrój;Obywatelski Klub Parlamentarny;053 Lubin;M
Jan Ryszard Błachnio;1944.10.15;Przyłyk pow. Garwolin;Klub Poselski Unii Chrześcijańsko-Społecznej;013 Bydgoszcz;M
Jacek Włodzimierz Ambroziak;1941.07.31;Warszawa;Klub Parlamentarny-Unia Demokratyczna;004 Warszawa-Wola;M
Jerzy Zenon Gil;1953.04.23;Dąbrowa Górnicza;Obywatelski Klub Parlamentarny;033 Sosnowiec;M
Andrzej Błoch;1938.11.23;Pabianice;Parlamentarny Klub Lewicy Demokratycznej;060 Łódź-Bałuty;M
Jan Maria Rokita;1959.06.18;Kraków;Klub Parlamentarny-Unia Demokratyczna;050 Kraków-Podgórze;M
Stanisław Mazan;1940.05.02;Poręby Kupieńskie;Klub Poselski Polskiego Stronnictwa Ludowego;084 Mielec;M
Lesław Lech;1947.07.19;Książnice;Klub Poselski Stronnictwa Demokratycznego;105 Wrocław-Krzyki;M
Andrzej Justyn Piszel;1948.06.22;Wrocław;Klub Parlamentarny-Unia Demokratyczna;105 Wrocław-Krzyki;M
Edward Ryszard Muller;1958.10.13;Gdańsk;Obywatelski Klub Parlamentarny;;M
Marek Ludwik Pol;1953.12.08;Słupsk;Poselski Klub Pracy;078 Poznań-Nowe Miasto;M
Tadeusz Antoni Dziuba;1948.12.17;Poznań;poseł niezrzeszony;078 Poznań-Nowe Miasto;M
Ireneusz Ludwik Sekuła;1943.01.22;Sosnowiec;Parlamentarny Klub Lewicy Demokratycznej;033 Sosnowiec;M
Kazimierz Czerwiński;1946.12.21;Stajne;Parlamentarny Klub Chrześcijańsko-Ludowy;055 Lublin;M
Józefa Maria Hennelowa;1925.04.01;Wilno;Klub Parlamentarny-Unia Demokratyczna;050 Kraków-Podgórze;F
Aleksander Bentkowski;1941.02.14;Stanisławów;Klub Poselski Polskiego Stronnictwa Ludowego;083 Rzeszów;M
Marek Rutkowski;1954.03.24;Zambrów;Obywatelski Klub Parlamentarny;;M
Wojciech Maria Janicki;1933.08.23;Warszawa;Klub Poselski Stowarzyszenia PAX;001 Warszawa-Śródmieście;M
Joanna Irena Proszowska;1949.11.08;Szczecin;Poselski Klub Pracy;095 Stalowa Wola;F
Władysław Józef Skalski;1941.03.25;Nowy Targ;Obywatelski Klub Parlamentarny;065 Nowy Targ;M
Waldemar Pawlak;1959.09.05;Model gm. Pacyna;Klub Poselski Polskiego Stronnictwa Ludowego;;M
Marek Wiesław Bartosik;1941.05.05;Łódź;Parlamentarny Klub Lewicy Demokratycznej;061 Łódź-Śródmieście;M
Jan Felicjan Kuligowski;1936.06.10;Płońsk;Poselski Klub Pracy;021 Gdańsk;M
Jan Knoppek;1939.08.31;Wisła;Klub Poselski Stronnictwa Demokratycznego;011 Bielsko-Biała;M
Zbigniew Janas;1953.07.02;Warszawa;Klub Parlamentarny-Unia Demokratyczna;003 Warszawa-Ochota;M
Adam Jerzy Matuszczak;1941.04.19;Rzeszów;Obywatelski Klub Parlamentarny;083 Rzeszów;M
Adela Dankowska;1935.01.05;Sobienie k/Otwocka;Obywatelski Klub Parlamentarny;054 Leszno;F
Zygmunt Władysław Łupina;1929.05.02;Obrocz;Obywatelski Klub Parlamentarny;056 Kraśnik;M
Andrzej Stanisław Miłkowski;1939.11.27;Glinnik woj. piotrkowskie;Parlamentarny Klub &quot;Solidarność Pracy&quot;;002 Warszawa-Mokotów;M
Wiesława Kiermaszek-Lamla;1935.12.22;Katowice;Klub Poselski Polskiego Stronnictwa Ludowego;041 Wodzisław Śląski;F
Henryk Wujec;1941.01.01;Podlesie k. Biłgoraja;Klub Parlamentarny-Unia Demokratyczna;106 Zamość;M
Jerzy Stanisław Karpacz;1946.08.20;Kielce;Parlamentarny Klub Lewicy Demokratycznej;043 Skarżysko-Kamienna;M
Zofia Wilczyńska;1942.05.24;Wodnik ZSRR;Poselski Klub Pracy;047 Szczecinek;F
Piotr Marek Polmański;1954.08.18;Lidzbark Welski;Klub Parlamentarny-Unia Demokratyczna;036 Bytom;M
Halina Elżbieta Suskiewicz;1937.04.06;Łódź;Parlamentarny Klub Lewicy Demokratycznej;061 Łódź-Śródmieście;F
Kazimierz Woźniak;1933.07.08;Rzeszów;poseł niezrzeszony;083 Rzeszów;M
Wiesław Kondracki;1938.10.15;Szkopy pow. Sokołów Podl.;Parlamentarny Klub Lewicy Demokratycznej;086 Siedlce;M
Wojciech Sylwester Polak;1945.01.01;Skarżysko-Kamienna;Parlamentarny Klub Chrześcijańsko-Ludowy;006 Warszawa-Praga Północ;M
Stefania Janina Czupała-Hołoga;1938.09.28;Ruda Śląska;Klub Poselski Polskiego Związku Katolicko-Społecznego;038 Chorzów;F
Czesław Bogdan Robakowski;1949.01.06;Sędzisław;Obywatelski Klub Parlamentarny;035 Dąbrowa Górnicza;M
Jerzy Rozwandowicz;1947.04.03;Łódź;Parlamentarny Klub Lewicy Demokratycznej;060 Łódź-Bałuty;M
Jerzy Piotr Nowakowski;1936.06.14;Warszawa;Poselski Klub Polskiej Unii Socjaldemokratycznej;002 Warszawa-Mokotów;M
Ireneusz Pięta;1941.06.02;Tomiczki;Obywatelski Klub Parlamentarny;077 Poznań-Grunwald;M
Adam Jan Brodecki;1949.08.01;Łódź;Poselski Klub Pracy;042 Kielce;M
Józef Gutowski;1942.11.30;Wielodróż;Obywatelski Klub Parlamentarny;071 Ostrołęka;M
Zbigniew Kazimierz Kamiński;1939.02.02;Kutno;Obywatelski Klub Parlamentarny;076 Kutno;M
Anna Maria Knysok;1951.07.19;Chorzów;Obywatelski Klub Parlamentarny;038 Chorzów;F
Franciszek Jerzy Stefaniuk;1944.06.04;Drelów woj. bialskopodlaskie;Klub Poselski Polskiego Stronnictwa Ludowego;008 Biała Podlaska;M
Ryszard Władysław Bartosz;1953.08.23;Tyszowce;Parlamentarny Klub Lewicy Demokratycznej;106 Zamość;M
Tadeusz Jemioło;1940.04.26;Zapole woj. rzeszowskie;Klub Posłów Wojskowych;047 Szczecinek;M
Irmindo Tadeusz Bocheń;1948.05.19;Giżycko;Parlamentarny Klub Lewicy Demokratycznej;052 Legnica;M
Jerzy Zdzisław Osiński;1936.07.07;Linowo;Klub Poselski Polskiego Stronnictwa Ludowego;086 Siedlce;M
Karol Szymon Krasnodębski;1929.09.03;Warszawa;Obywatelski Klub Parlamentarny;096 Tarnów;M
Czesław Nowak;1938.01.11;Smyków woj. piotrkowskie;Obywatelski Klub Parlamentarny;022 Gdynia;M
Stefan Wanot;1941.12.15;Piekary Śląskie;Parlamentarny Klub Lewicy Demokratycznej;036 Bytom;M
Michał Adam Caputa;1927.09.28;Wieprz k/ Żywca;Obywatelski Klub Parlamentarny;012 Andrychów;M
Włodzimierz Krajewski;1936.01.02;Nagórki woj. łomżyńskie;Klub Poselski Polskiego Stronnictwa Ludowego;006 Warszawa-Praga Północ;M
Wojciech Mojzesowicz;1954.06.25;Bydgoszcz;Klub Poselski Polskiego Stronnictwa Ludowego;014 Chojnice;M
Zdzisław Stanisław Barański;1922.11.09;Częstochowa;Klub Poselski Stronnictwa Demokratycznego;020 Elbląg;M
Władysław Żabiński;1942.06.27;Olszyny;Klub Poselski Polskiego Stronnictwa Ludowego;097 Dębica;M
Zbigniew Balik;1935.02.05;Borysław;Parlamentarny Klub Lewicy Demokratycznej;051 Krosno;M
Jerzy Rusecki;1940.01.28;Katowice;Klub Poselski Stronnictwa Demokratycznego;032 Katowice;M
Piotr Paweł Lenz;1940.05.11;Brusy;Parlamentarny Klub Lewicy Demokratycznej;024 Wejherowo;M
Lech Władysław Kozaczko;1934.06.21;Ostrów Wielkopolski;Obywatelski Klub Parlamentarny;072 Piła;M
Tadeusz Tomasz Badach;1947.12.10;Gorzków;Parlamentarny Klub Lewicy Demokratycznej;016 Chełm;M
Paweł Rogiński;1940.03.04;Dworzyszcze;Parlamentarny Klub Lewicy Demokratycznej;066 Biskupiec;M
Małgorzata Antonina Węgrzyn;1945.11.08;Klucze;Parlamentarny Klub Lewicy Demokratycznej;035 Dąbrowa Górnicza;F
Roman Norbert;1939.03.12;Smordwa;Parlamentarny Klub Lewicy Demokratycznej;101 Świdnica;M
Andrzej Gabryszewski;1940.09.01;Toruń;Obywatelski Klub Parlamentarny;108 Żary;M
Piotr Franciszek Kołodziejczyk;1939.06.08;Poznań;Klub Posłów Wojskowych;022 Gdynia;M
Kazimierz Wiesław Jaworski;1940.03.24;Sierzchowo woj. włocławskie;Klub Poselski Stowarzyszenia PAX;098 Toruń;M
Roman Ney;1931.02.18;Pińsk;Poselski Klub Pracy;065 Nowy Targ;M
Marian Żenkiewicz;1945.03.17;Toruń;Parlamentarny Klub Lewicy Demokratycznej;098 Toruń;M
Józef Błaszczyk;1929.06.04;Miksztal woj. płockie;Klub Posłów Wojskowych;108 Żary;M
Marian Kędzierski;1939.02.02;Poznań;Klub Poselski Polskiego Stronnictwa Ludowego;089 Słupsk;M
Jerzy Jan Koralewski;1939.12.16;Ostrów Wlkp.;Klub Parlamentarny-Unia Demokratyczna;030 Ostrów Wielkopolski;M
Jan Rusznica;1929.02.11;Bruayen Artois Francja;Obywatelski Klub Parlamentarny;097 Dębica;M
Bogumił Zygmunt Zych;1959.08.22;Wałbrzych;Parlamentarny Klub Lewicy Demokratycznej;100 Wałbrzych;M
Teresa Malczewska;1943.11.17;Korzec pow. Równe;Klub Poselski Polskiego Stronnictwa Ludowego;027 Jelenia Góra;F
Andrzej Kosmalski;1950.02.22;Krotoszyn;Klub Parlamentarny-Unia Demokratyczna;053 Lublin;M
Jan Janowski;1928.06.20;Kielce;Klub Poselski Stronnictwa Demokratycznego;050 Kraków-Podgórze;M
Tadeusz Trelka;1946.01.30;Tuczempy;Obywatelski Klub Parlamentarny;080 Przemyśl;M
Dobrochna Kędzierska-Truszczyńska;1947.03.19;Lębork;Poselski Klub Pracy;102 Włocławek;F
Czesław Wacław Skowroński;1951.05.30;Pleszew;Poselski Klub Pracy;029 Kalisz;M
Janusz Władysław Zemke;1949.02.24;Kowalewo Pomorskie;Parlamentarny Klub Lewicy Demokratycznej;013 Bydgoszcz;M
Olga Krzyżanowska;1929.09.10;Warszawa;Klub Parlamentarny-Unia Demokratyczna;;F
Ryszard Jankowski;1941.09.04;Wólka Plebańska;Parlamentarny Klub Lewicy Demokratycznej;037 Gliwice;M
Jerzy Marian Orzeł;1953.03.27;Żegocina woj. tarnowskie;Obywatelski Klub Parlamentarny;096 Tarnów;M
Stefan Kozłowski;1928.01.05;Lwów;Obywatelski Klub Parlamentarny;069 Kędzierzyn-Koźle;M
Stanisław Suchodolski;1939.05.05;Kolonia Czetyn;Klub Poselski Stronnictwa Demokratycznego;068 Opole;M
Kazimierz Mieczysław Ujazdowski;1934.12.04;Warszawa;Klub Poselski Stronnictwa Demokratycznego;042 Kielce;M
Janusz Wawrzyniec Błaszczyk;1943.08.10;Częstochowa;Klub Poselski Stronnictwa Demokratycznego;018 Częstochowa;M
Zdzisław Zambrzycki;1935.07.04;Kazimierowo;Klub Poselski Polskiego Stronnictwa Ludowego;016 Chełm;M
Krzysztof Szymański;1952.08.29;Jaczew;Obywatelski Klub Parlamentarny;086 Siedlce;M
Ryszard Smolarek;1952.05.10;Koło;Parlamentarny Klub Lewicy Demokratycznej;085 Garwolin;M
Bohdan Marian Głuchowski;1946.02.26;Sulki woj. siedleckie;Parlamentarny Klub Lewicy Demokratycznej;044 Pińczów;M
Zbigniew Michał Kawałko;1940.05.07;Kol. Dąbrowa gm.Tomaszów Lub.;Parlamentarny Klub Lewicy Demokratycznej;106 Zamość;M
Tadeusz Sierżant;1946.07.10;Kosieczyn woj. zielonogórskie;Obywatelski Klub Parlamentarny;108 Żary;M
Józef Oleksy;1946.06.22;Nowy Sącz;Parlamentarny Klub Lewicy Demokratycznej;008 Biała Podlaska;M
Ryszard Bugaj;1944.02.22;Gawłów k/Sochaczewa;Parlamentarny Klub &quot;Solidarność Pracy&quot;;007 Warszawa-Praga Południe;M
Czesław Andrzej Janicki;1926.07.19;Korytnica woj. kaliskie;Parlamentarny Klub Chrześcijańsko-Ludowy;079 Poznań-Stare Miasto;M
Stanisława Krauz;1947.02.12;Chodaczów;Obywatelski Klub Parlamentarny;041 Wodzisław Śląski;F
Andrzej Wojciech Sidor;1933.10.03;Zuzela woj łomżyńskie;Parlamentarny Klub Lewicy Demokratycznej;007 Warszawa-Praga Południe;M
Roman Karol Niegosz;1950.06.10;Jelenia Góra-Sobieszów;Parlamentarny Klub &quot;Solidarność Pracy&quot;;027 Jelenia Góra;M
Władysław Liwak;1942.02.24;Branew, woj. tarnobrzeskie;Klub Parlamentarny-Unia Demokratyczna;095 Stalowa Wola;M
Ryszard Szwed;1939.01.04;Radomsko;poseł niezrzeszony;074 Bełchatów;M
Janina Kazimiera Kuś;1942.06.24;Różyce gm. Parzęczew;Parlamentarny Klub Lewicy Demokratycznej;076 Kutno;F
Jarosław Leszek Kapsa;1958.05.11;Kraków;Klub Parlamentarny-Unia Demokratyczna;018 Częstochowa;M
Józef Starczynowski;1930.07.01;Imielin;Klub Poselski Polskiego Związku Katolicko-Społecznego;034 Jaworzno;M
Jerzy Wacław Dowgwiłłowicz;1947.01.02;Dobre Miasta;Poselski Klub Pracy;067 Olsztyn;M
Bolesław Suchodolski;1944.09.13;Przedbrarze ZSRR;Parlamentarny Klub Lewicy Demokratycznej;093 Stargard Szczeciński;M
Izabella Antonina Sierakowska;1946.09.22;Góra Śląska;Parlamentarny Klub Lewicy Demokratycznej;055 Lublin;F
Jan Kościelniak;1936.06.14;Poznań;Klub Poselski Stronnictwa Demokratycznego;091 Szczecin;M
Czesław Stanisław Sobierajski;1952.06.05;Kielce;Obywatelski Klub Parlamentarny;040 Rybnik;M
Zdzisław Adam Czarnobilski;1934.11.11;Lwów;Parlamentarny Klub Ekologiczny;096 Tarnów;M
Henryk Jakub Szarmach;1924.07.25;Chwarzno;Klub Poselski Polskiego Stronnictwa Ludowego;024 Wejherowo;M
Leonard Józef Jan Szymański;1939.06.18;Poznań;Obywatelski Klub Parlamentarny;079 Poznań-Stare Miasto;M
Marian Janusz Czerwiński;1940.03.25;Zimna Wódka Lwów;Klub Parlamentarny-Unia Demokratyczna;097 Dębica;M
Marek Król;1953.02.24;Poznań;Poselski Klub Pracy;077 Poznań-Grunwald;M
Stanisław Gałeczka;1933.12.16;Nierada;Parlamentarny Klub Lewicy Demokratycznej;039 Tychy;M
Norbert Lysek;1940.04.09;Kamień Śląski;Parlamentarny Klub Lewicy Demokratycznej;068 Opole;M
Leszek Czerwiński;1939.03.23;Łowicz;Klub Niezależnych Posłów;083 Rzeszów;M
Aleksy Siemieniuk;1939.12.01;Teremiski;Klub Poselski Polskiego Stronnictwa Ludowego;010 Bielsk Podlaski;M
Stanisław Tomkiewicz;1945.10.10;Przyborów woj. krakowskie;Klub Poselski Polskiego Stronnictwa Ludowego;100 Wałbrzych;M
Michał Górski;1939.07.09;Bystra k/Gorlic;Klub Poselski Polskiego Stronnictwa Ludowego;090 Suwałki;M
Tadeusz Czesław Biliński;1932.12.04;Trzemeszno;Parlamentarny Klub Lewicy Demokratycznej;107 Zielona Góra;M
Alfred Wawrzyniak;1933.07.27;Poznań;Klub Poselski Stowarzyszenia PAX;078 Poznań-Nowe Miasto;M
Wiesław Marian Zajączkowski;1944.02.11;Łomazy woj. bialskopodlaskie;Obywatelski Klub Parlamentarny;085 Garwolin;M
Marek Rusakiewicz;1964.06.15;Barlinek;Obywatelski Klub Parlamentarny;;M
Andrzej Aumiller;1947.06.25;Trzcianka;Poselski Klub Pracy;079 Poznań-Stare Miasto;M
Bogusław Pałka;1950.06.21;Gościnko woj. koszalińskie;Obywatelski Klub Parlamentarny;047 Szczecinek;M
Jerzy Pietkiewicz;1947.06.16;Ełk;Obywatelski Klub Parlamentarny;090 Suwałki;M
Mirosław Stanisław Nowakowski;1927.11.12;Czeladź;Klub Poselski Stronnictwa Demokratycznego;033 Sosnowiec;M
Zenon Pigoń;1940.06.29;Radziwiłłów;Obywatelski Klub Parlamentarny;036 Bytom;M
Barbara Labuda;1946.04.19;Żmigród;Klub Parlamentarny-Unia Demokratyczna;104 Wrocław-Fabryczna;F
Jan Bogdan Choszczewski;1944.06.07;Wąsosze;Klub Poselski Polskiego Stronnictwa Ludowego;099 Grudziądz;M
Witold Leśniewski;1948.10.28;Cieciorki;Klub Poselski Polskiego Stronnictwa Ludowego;059 Łomża;M
Witold Chrzanowski;1959.07.30;Pułtusk;Klub Poselski Polskiego Stronnictwa Ludowego;017 Ciechanów;M
Marian Odon Orzechowski;1931.10.24;Radom;poseł niezrzeszony;046 Koszalin;M
Anna Dynowska;1956.09.06;Tomaszów Lubelski;poseł niezrzeszony;;F
Jan Lityński;1946.01.18;Warszawa;Klub Parlamentarny-Unia Demokratyczna;101 Świdnica;M
Mieczysław Andrzej Brudniak;1954.05.15;Biedaczów pow. Leżajsk;poseł niezrzeszony;064 Nowy Sącz;M
Jerzy Gajda;1946.01.01;Mójcza-Kielce;Parlamentarny Klub Lewicy Demokratycznej;048 Kraków-Śródmieście;M
Wiesław Woda;1946.08.17;Paleśnica woj. tarnowskie;Klub Poselski Polskiego Stronnictwa Ludowego;048 Kraków-Śródmieście;M
Maria Stępniak;1949.04.16;Góry woj. płockie;Obywatelski Klub Parlamentarny;075 Płock;F
Joachim Masarczyk;1938.11.04;Gierałtowice;Parlamentarny Klub Lewicy Demokratycznej;040 Rybnik;M
Stanisław Bożek;1946.01.20;Różanki gm. Kłodawa;Obywatelski Klub Parlamentarny;025 Gorzów Wielkopolski;M
Ignacy Tadeusz Czeżyk;1944.06.19;Hołowczyce;Obywatelski Klub Parlamentarny;057 Puławy;M
Czesław Kastelik;1939.07.15;Rychwałd k/Żywca;Parlamentarny Klub Lewicy Demokratycznej;012 Andrychów;M
Stanisław Jan Padykuła;1946.05.06;Mielec;Obywatelski Klub Parlamentarny;084 Mielec;M
Marian Roman Starownik;1954.03.02;Maśluchy;Klub Poselski Polskiego Stronnictwa Ludowego;058 Lubartów;M
Stefan Bogusław Sobieszczański;1933.04.04;Pulemiec (ZSRR);Obywatelski Klub Parlamentarny;039 Tychy;M
Jacek Bujak;1945.07.07;Maszkienice woj. Tarnów;Obywatelski Klub Parlamentarny;094 Tarnobrzeg;M
Emilia Janina Pogonowska-Jucha;1939.02.10;Siedliska k/Łukowa;poseł niezrzeszony;051 Krosno;F
Maria Dmochowska;1930.07.18;Warszawa;Klub Parlamentarny-Unia Demokratyczna;062 Łódź-Górna;F
Jan Krzysztof Bielecki;1951.05.03;Bydgoszcz;Obywatelski Klub Parlamentarny;021 Gdańsk;M
Stanisław Zbigniew Dąbrowski;1947.04.12;Sokołów Podlaski;Obywatelski Klub Parlamentarny;085 Garwolin;M
Mieczysław Gaweł;1947.05.15;Wrocław;Poselski Klub Pracy;104 Wrocław-Fabryczna;M
Wawrzyniec Dominiak;1932.01.11;Cieszewo woj. Płock;Parlamentarny Klub Lewicy Demokratycznej;004 Warszawa-Wola;M
Irena Urszula Gil;1931.10.22;Przemyśl;Parlamentarny Klub Lewicy Demokratycznej;056 Kraśnik;F
Walerian Janusz Pańko;1941.10.08;Turze Pole;Obywatelski Klub Parlamentarny;032 Katowice;M
Marian Popis;1953.12.25;Radom;Klub Poselski Stronnictwa Demokratycznego;081 Radom;M
Zbigniew Jerzy Sobotka;1952.08.27;Lidzbark Welski;Parlamentarny Klub Lewicy Demokratycznej;005 Warszawa-Żoliborz;M
Andrzej Piotr Kern;1937.05.18;Łęczyca;Obywatelski Klub Parlamentarny;061 Łódź-Śródmieście;M
Szczepan Stanisław Balicki;1929.05.23;Lwów;Klub Poselski Stowarzyszenia PAX;032 Katowice;M
Krystyna Stefania Ejsmont;1934.02.15;Grodno;Poselski Klub Pracy;062 Łódź-Górna;F
Bogusław Wąs;1952.02.18;Czajeczyce woj. krakowskie;Parlamentarny Klub Lewicy Demokratycznej;104 Wrocław-Fabryczna;M
Bonawentura Józef Ziemba;1935.05.24;Iwanowice woj. kaliskie;Klub Poselski Stowarzyszenia PAX;055 Lublin;F
Ryszard Kołodziej;1948.12.04;Dębno Lubuskie;Klub Poselski Polskiego Stronnictwa Ludowego;025 Gorzów Wielkopolski;M
Bogdan Łukasiewicz;1950.01.07;Łódź;Klub Poselski Polskiego Stronnictwa Ludowego;063 Łódź-Widzew;M
Danuta Maria Grabowska;1942.07.16;Radom;Parlamentarny Klub Lewicy Demokratycznej;081 Radom;F
Krystyna Wanda Grzęda;1940.05.19;Sieniawa woj. przemyskie;Poselski Klub Pracy;080 Przemyśl;F
Tadeusz Włodzimierz Bień;1944.09.02;Sławice k. Miechowa;poseł niezrzeszony;021 Gdańsk;M
Józef Lubieniecki;1950.09.30;Olsztyn;Obywatelski Klub Parlamentarny;066 Biskupiec;M
