Nr. Kto:Komitet:Nr UdziałOkr GłosyRazem (OkrNr=GłosyRazemOkr)
-------------------------------------------------------------
 343. STECKIEWICZ Krzysztof:Ziobro:1 0.56% 2551 (1=459105)
 344. ROSS Tadeusz Edward:PO:5 0.55% 4220 (4=762886)
 345. CWALIŃSKA Monika:PO:8 0.55% 2179 (3=395040)
 346. PACHOLCZAK Bożenna Teresa:PSL:5 0.55% 2148 (5=392066)
 347. POLAK Urszula:SLDUP:3 0.55% 1964 (2=358763)
 348. AJCHLER Romuald Kazimierz:SLDUP:6 0.54% 3185 (7=585119)
 349. MOTYKA Władysław:PiS:5 0.54% 4586 (11=847419)
 350. WRÓBLEWSKA Krystyna Małgorzata:PiS:8 0.54% 2153 (9=397991)
 351. ZATORSKI Jacek Andrzej:PO:7 0.54% 2519 (6=468467)
 352. WYRZYKOWSKI Paweł Stanisław:Korwin:3 0.54% 2103 (5=392066)
 353. WĄTROBA Sebastian Gabriel:Europa+:9 0.53% 4875 (10=915211)
 354. KURZAWA Dariusz:PSL:9 0.53% 1893 (2=358763)
 355. TARAS Mirosław Henryk:PO:9 0.53% 2098 (8=399483)
 356. UCHMAN Marcin:PSL:4 0.52% 2055 (5=392066)
 357. KULAS Jan Edward:PO:9 0.52% 2403 (1=459105)
 358. ŻYNDA Zenon Henryk:PiS:3 0.52% 2396 (1=459105)
 359. GRZĘDZICKI Łukasz Piotr:PO:7 0.52% 2394 (1=459105)
 360. WONTOR Tomasz Paweł:SLDUP:4 0.52% 2219 (13=425708)
 361. KRZEMIŃSKI Adam:PO:7 0.52% 2037 (5=392066)
 362. GUT-MOSTOWY Andrzej Józef:PO:6 0.52% 4730 (10=915211)
 363. CZYŻ Natalia Maria:Korwin:10 0.52% 3017 (7=585119)
 364. BISZTYGA Stanisław:PO:7 0.52% 4719 (10=915211)
 365. PUCHAŁA Jan:Gowin:3 0.51% 4672 (10=915211)
 366. OŁDAKOWSKI Wojciech Jerzy:PiS:8 0.51% 3890 (4=762886)
 367. MURZYN Leszek:PiS:5 0.51% 4644 (10=915211)
 368. ĆWIERZ Andrzej Bogusław:PiS:9 0.51% 2017 (9=397991)
 369. GAJEWSKI Arkadiusz Paweł:PO:5 0.51% 2374 (6=468467)
 370. NAWROCKA Elżbieta Renata:PSL:7 0.50% 2364 (6=468467)
 371. BAGIEŃSKI Artur Jan:PSL:10 0.50% 2359 (6=468467)
 372. KĘDZIERSKA Magdalena Dorota:PSL:9 0.50% 4574 (10=915211)
 373. JÓZWIAK Bartosz:RuchNarodowy:1 0.50% 2905 (7=585119)
 374. CZOCHARA Katarzyna Beata:PiS:10 0.50% 3286 (12=662066)
 375. OCZKOWICZ Beata:PSL:5 0.50% 4541 (10=915211)
 376. ANDRUSZKIEWICZ Adam:RuchNarodowy:2 0.50% 1959 (3=395040)
 377. KOZŁOWSKI Jan:Gowin:3 0.50% 2275 (1=459105)
 378. LESZCZYŃSKA Jolanta Iwona:PO:6 0.50% 2274 (1=459105)
 379. SIARKA Edward:Ziobro:4 0.49% 4524 (10=915211)
 380. RONOWICZ Bożena:PiS:9 0.49% 2103 (13=425708)
 381. JANKOWIAK Wojciech:PSL:4 0.49% 2887 (7=585119)
 382. WIRSKA Elżbieta Ewa:Ziobro:2 0.49% 1946 (3=395040)
 383. WITCZAK Klaudia Monika:Korwin:10 0.49% 3258 (12=662066)
 384. BIELECKA Izabela:PO:6 0.49% 1951 (8=399483)
 385. ŁĄCKI Artur Jarosław:PO:9 0.49% 2076 (13=425708)
 386. ŁAGOWSKI Krystian Ryszard:Korwin:2 0.49% 1908 (5=392066)
 387. HEROLD-WĄS Lucyna Kinga:PSL:10 0.49% 2231 (1=459105)
 388. PIWOŃSKI Krzysztof Benedykt:PO:6 0.48% 2814 (7=585119)
 389. MARKOWSKI Jerzy:SLDUP:10 0.48% 4045 (11=847419)
 390. OSIŃSKI Arkadiusz Marek:Korwin:2 0.47% 1704 (2=358763)
 391. LEWICKI Dawid Marian:Korwin:3 0.47% 4330 (10=915211)
 392. MAŃKOWSKA Ewa Maria:PSL:3 0.47% 3116 (12=662066)
 393. OWSIANY Marek:PSL:10 0.47% 1868 (9=397991)
 394. CYWIŃSKA Marta Ewa:RuchNarodowy:1 0.47% 1678 (2=358763)
 395. MAŁEK Damian Maciej:Korwin:2 0.47% 1860 (9=397991)
 396. KRASIŃSKI Zbigniew Stanisław:SLDUP:3 0.47% 2187 (6=468467)
 397. JAKI Patryk Tomasz:Ziobro:3 0.47% 3084 (12=662066)
 398. LUBIŃSKI Mirosław Aleksander:SLDUP:4 0.46% 3064 (12=662066)
 399. GRZYBEK Agnieszka Magdalena:Zieloni:1 0.46% 3491 (4=762886)
 400. KRZYWKOWSKI Marcin Piotr:Korwin:7 0.46% 2098 (1=459105)
 401. BERENT Przemysław:PO:5 0.46% 1788 (5=392066)
 402. KONIECZNY Janusz Kazimierz:SLDUP:3 0.45% 1806 (9=397991)
 403. MIODEK Jan Jerzy:SLDUP:8 0.45% 3834 (11=847419)
 404. FEDKO Edward Jan:SLDUP:6 0.45% 1917 (13=425708)
 405. KURCZUK Grzegorz:Europa+:2 0.45% 1795 (8=399483)
 406. KOWALSKI Wojciech Lech:PiS:5 0.45% 1608 (2=358763)
 407. KAŹMIERCZAK Jolanta Barbara:PO:5 0.45% 1779 (9=397991)
 408. TRZCIŃSKA-STASZCZYK Beata Lilianna:PO:4 0.45% 1785 (8=399483)
 409. ŚWILSKI Ryszard Jan:PO:5 0.44% 2037 (1=459105)
 410. ZIĘTEK Jerzy Marek:PO:9 0.44% 3748 (11=847419)
 411. ORDYCZYŃSKI Marek Stefan:PO:7 0.44% 1759 (9=397991)
 412. KORDECKI Marek:PO:9 0.44% 1720 (5=392066)
 413. SOBAŃSKA Halina Bronisława:SLDUP:3 0.44% 3717 (11=847419)
 414. SŁOWIK Katarzyna Danuta:Korwin:2 0.44% 1746 (8=399483)
 415. MARKOWSKA-BZDUCHA Ewa Iwona:Gowin:2 0.44% 1710 (5=392066)
 416. DACHNOWICZ Małgorzata Krystyna:Gowin:2 0.43% 1719 (9=397991)
 417. PILAK Dariusz Józef:PO:7 0.43% 2521 (7=585119)
 418. ANTONISZYN-KLIK Ilona Galia:PSL:10 0.43% 2839 (12=662066)
 419. SZALCZYK Zofia Barbara:PSL:5 0.43% 2489 (7=585119)
 420. PRZYBYTNIAK Leszek Janusz:PSL:7 0.42% 1634 (5=392066)
 421. IWANIAK Ilona:SLDUP:3 0.42% 1630 (5=392066)
 422. NIEDBAŁA Marek Leon:SLDUP:8 0.41% 2425 (7=585119)
 423. KOPYŚĆ Sławomir Andrzej:PO:5 0.41% 1476 (2=358763)
 424. PICHLA Grażyna Bożena:PO:8 0.41% 2723 (12=662066)
 425. SZYMIEC-RACZYŃSKA Halina Jadwiga:PSL:2 0.41% 2709 (12=662066)
 426. KACZOROWSKA Maria:PSL:8 0.41% 1905 (6=468467)
 427. KACZMARSKA Agnieszka:PiS:6 0.41% 3095 (4=762886)
 428. DUDA Katarzyna Beata:SLDUP:9 0.40% 2677 (12=662066)
 429. WILKOSZARSKA Krystyna:PO:8 0.40% 2364 (7=585119)
 430. FRANKIEWICZ Joanna Dorota:Gowin:2 0.40% 2355 (7=585119)
 431. WALKOWIAK Roman Wiktor:PO:7 0.40% 2653 (12=662066)
 432. ROBAK Marzanna Urszula:PiS:5 0.40% 1702 (13=425708)
 433. PENKALSKI Wojciech Adam:Europa+:10 0.40% 1568 (3=395040)
 434. KRAWCZUK Jan:PSL:5 0.40% 1689 (13=425708)
 435. KREJCKANT Aleksander Konrad:RuchNarodowy:1 0.40% 2617 (12=662066)
 436. PACEWICZ-PYREK Katarzyna Maria:PO:8 0.39% 3570 (10=915211)
 437. DYBALSKI Ireneusz Karol:Korwin:2 0.39% 2575 (12=662066)
 438. PAZIO Rafał Piotr:Korwin:10 0.39% 2962 (4=762886)
 439. WICHNIEWICZ Maria Joanna:PiS:6 0.39% 2271 (7=585119)
 440. MARCINIAK Wojciech:PiS:9 0.39% 2566 (12=662066)
 441. JONCZEK Joanna Małgorzata:Korwin:3 0.39% 1646 (13=425708)
 442. SZAFRAŃSKI Robert Antoni:PiS:7 0.39% 1385 (2=358763)
 443. ZIEMNIEWICZ Bożena Maria:PO:9 0.39% 1805 (6=468467)
 444. ROZPARA Tadeusz:SLDUP:7 0.38% 1802 (6=468467)
 445. CHAŁAT Dorota Róża:SLDUP:5 0.38% 1627 (13=425708)
 446. WINOWSKA Urszula:Korwin:4 0.38% 1509 (3=395040)
 447. GOŁASZEWSKA Małgorzata:Korwin:6 0.38% 1497 (3=395040)
 448. MAŃKUT Władysław:SLDUP:4 0.38% 1497 (3=395040)
 449. BEJNAR-BEJNAROWICZ Marta Teresa:Korwin:2 0.38% 1608 (13=425708)
 450. SZYMAŃSKI Adam:SLDUP:7 0.38% 1505 (8=399483)
 451. BIELAN Adam Jerzy:Gowin:2 0.38% 3445 (10=915211)
 452. RUDYK Cezariusz Emanuel:PO:10 0.38% 2492 (12=662066)
 453. KOWALSKA Anna Helena:SLDUP:10 0.38% 1498 (9=397991)
 454. SOBOTA Halina Teresa:PiS:8 0.38% 2199 (7=585119)
 455. CZARNECKI Norman Tomasz:RuchNarodowy:2 0.38% 1473 (5=392066)
 456. STANULEWICZ Katarzyna Barbara:PiS:9 0.38% 1724 (1=459105)
 457. WITOWSKA-ARASZKIEWICZ Alicja:PO:10 0.37% 1344 (2=358763)
 458. KISIEL Cezary Mikołaj:PO:7 0.37% 1477 (3=395040)
 459. MALINOWSKA Teresa:SLDUP:5 0.37% 1464 (5=392066)
 460. KRAWCZYK Wiesława:PSL:6 0.37% 1463 (5=392066)
 461. KOWALSKI Maciej Tomasz:Europa+:2 0.37% 1713 (1=459105)
 462. KAŁUŻNY Mariusz Piotr:Ziobro:3 0.37% 1316 (2=358763)
 463. ŻUPAŃSKA-ADAMIAK Janina:Korwin:3 0.36% 2134 (7=585119)
 464. MAZUR Marek Marian:PSL:5 0.36% 1705 (6=468467)
 465. ŚWIT Grzegorz Sławomir:PO:5 0.36% 3323 (10=915211)
 466. ŻURAWSKI Maciej Stanisław:SLDUP:3 0.36% 3312 (10=915211)
 467. ZAKRZEWSKA Edyta Lidia:PSL:5 0.36% 1295 (2=358763)
 468. MIERZEJEWSKA Agnieszka:Ziobro:8 0.36% 1415 (5=392066)
 469. ELIASZ Józef Henryk:PO:8 0.36% 1294 (2=358763)
 470. KWAŚNIEWSKI Aleksander:DemBezp:2 0.36% 1689 (6=468467)
 471. CHLEBOSZ Włodzimierz Stanisław:PSL:9 0.36% 2377 (12=662066)
 472. DZIUK Barbara Anna:PiS:7 0.36% 3017 (11=847419)
 473. STOLECKA Małgorzata:PiS:6 0.36% 1277 (2=358763)
 474. MACHALICA Krzysztof Edward:PO:6 0.36% 1514 (13=425708)
 475. KOŚ Ewa Izabela:Zieloni:1 0.35% 1500 (13=425708)
 476. ŻYLIŃSKI Wiesław:PSL:4 0.35% 1391 (3=395040)
 477. SOWA Marek Jan:PiS:7 0.35% 2045 (7=585119)
 478. WALICKI Lech Karol:Korwin:6 0.35% 1384 (9=397991)
 479. JEMIELITY Ewa Anna:PiS:9 0.35% 2032 (7=585119)
 480. CHOJNACKA Andżelika Helena:PSL:9 0.35% 2025 (7=585119)
 481. KAWA Franciszek Wiesław:Ziobro:3 0.35% 1379 (8=399483)
 482. KORFANTY Bronisław Jan:PiS:6 0.35% 2925 (11=847419)
 483. BŁOŃSKI Wojciech Stanisław:Gowin:2 0.34% 2279 (12=662066)
 484. BANASIAK Aleksandra:PSL:2 0.34% 2902 (11=847419)
 485. ŁYCZYWEK Włodzimierz:Gowin:2 0.34% 1451 (13=425708)
 486. KOPERSKA Iwona Edyta:PiS:7 0.34% 1591 (6=468467)
 487. MEGER Adrian Franciszek:Korwin:2 0.34% 1333 (3=395040)
 488. BIEGAŁA Joanna Beata:Korwin:4 0.34% 2562 (4=762886)
 489. OLECHOWSKA Alicja Danuta:PO:6 0.34% 2558 (4=762886)
 490. ŻELAZOWSKA Bożena Jadwiga:PSL:2 0.33% 2533 (4=762886)
 491. BARTMAN Stanisław Wojciech:PSL:4 0.33% 1317 (9=397991)
 492. MANTUR Mikołaj:PO:5 0.33% 1305 (3=395040)
 493. ROGOWIEC Katarzyna:PO:8 0.33% 1505 (1=459105)
 494. GORAJEK Beata Anna:PiS:5 0.33% 1306 (8=399483)
 495. DUTKA Bronisław:PSL:10 0.32% 2974 (10=915211)
 496. KORCZYŃSKA Dorota Marta:PSL:3 0.32% 1383 (13=425708)
 497. STREKER-DEMBIŃSKA Elżbieta:SLDUP:7 0.32% 1889 (7=585119)
 498. KURTYKA Halina Ewa:PSL:3 0.32% 2950 (10=915211)
 499. PILOT Andrzej Antoni:PSL:7 0.32% 2729 (11=847419)
 500. GRABEK Anna Małgorzata:PiS:8 0.32% 1507 (6=468467)
 501. BRONIEWICZ Bogusław:PO:7 0.32% 1276 (8=399483)
 502. KACZMAREK-LEKI Vanessa Małgorzata:SLDUP:5 0.32% 1863 (7=585119)
 503. NIEDZIELA Tomasz Damian:SLDUP:4 0.32% 2690 (11=847419)
 504. GŁOWIŃSKI Grzegorz Lucjan:SLDUP:4 0.32% 1268 (8=399483)
 505. RATAJCZAK Mariusz:Korwin:6 0.31% 1339 (13=425708)
 506. NOWACKA Agata Łucja:Europa+:6 0.31% 2074 (12=662066)
 507. DOMARADZKI Wojciech Grzegorz:SLDUP:5 0.31% 1243 (9=397991)
 508. KURSKA Anna Maria:Ziobro:4 0.31% 1430 (1=459105)
 509. STĄSIEK Zbigniew:SLDUP:10 0.31% 1221 (5=392066)
 510. RYBARCZYK Tomasz:Korwin:4 0.31% 1811 (7=585119)
 511. PIASECKA Izabela Agnieszka:SLDUP:6 0.31% 1221 (3=395040)
 512. JAMRO Szymon:Korwin:4 0.31% 2825 (10=915211)
 513. PAŃTAK Kazimierz:SLDUP:10 0.31% 1309 (13=425708)
 514. RABIEGA Anna Barbara:PO:6 0.31% 1430 (6=468467)
 515. ZAJĄKAŁA Jacek:PiS:9 0.30% 1094 (2=358763)
 516. CICHOSZ Wacław:SLDUP:5 0.30% 1215 (8=399483)
 517. PIETRZAK Teresa Wiesława:PO:8 0.30% 1424 (6=468467)
 518. KAŹMIERCZAK Mirosława Katarzyna:PSL:7 0.30% 1777 (7=585119)
 519. SEREDYN Elżbieta:PSL:8 0.30% 1212 (8=399483)
 520. SŁOTA Tomasz Andrzej:Korwin:4 0.30% 1416 (6=468467)
 521. MALARECKI Krzysztof Bogusław:PO:3 0.30% 1413 (6=468467)
 522. BIALIK Anna Elżbieta:Gowin:4 0.30% 1197 (9=397991)
 523. TYNIEC Jacek:PiS:8 0.30% 1990 (12=662066)
 524. KASZNIA Magdalena Anna:Europa+:10 0.30% 1270 (13=425708)
 525. GONCZARUK Paweł:Korwin:5 0.30% 1174 (3=395040)
 526. OLEJNIK Wiesława Helena:PiS:9 0.30% 1389 (6=468467)
 527. KUBIAK Andrzej:PSL:8 0.30% 1731 (7=585119)
 528. ADAMOWICZ Beata:PiS:8 0.30% 1061 (2=358763)
 529. POKRYWKA Jan Tadeusz:Korwin:8 0.29% 1953 (12=662066)
 530. RAJCA Waldemar Jan:Korwin:10 0.29% 1154 (5=392066)
 531. BIELAWSKA Barbara:PSL:5 0.29% 1162 (3=395040)
 532. KARCZ Tadeusz:SLDUP:5 0.29% 1377 (6=468467)
 533. ZDANOWSKA Agnieszka:PSL:9 0.29% 1173 (8=399483)
 534. MIĆKO Ryszard Józef:PSL:10 0.29% 1244 (13=425708)
 535. CYMAŃSKI Mateusz:Ziobro:4 0.29% 2229 (4=762886)
 536. BORZĘCKA Jolanta Maria:SLDUP:4 0.29% 1367 (6=468467)
 537. KIELEWICZ-KACZYŃSKA Magdalena:PO:6 0.29% 1140 (5=392066)
 538. SAMBORSKI Tadeusz:PSL:7 0.29% 1923 (12=662066)
 539. KIDA Grzegorz Aleksander:Korwin:4 0.29% 1155 (9=397991)
 540. DOMBROWSKI Bogdan:PSL:4 0.29% 1332 (1=459105)
 541. KUSAK Włodzimierz Leszek:PO:9 0.29% 1141 (3=395040)
 542. ANTOSIK Maja Edyta:Europa+:3 0.29% 1139 (3=395040)
 543. KRUPA Łukasz Marcin:Europa+:2 0.28% 1020 (2=358763)
 544. KAWKA Karina Anna:Korwin:7 0.28% 1881 (12=662066)
 545. STROCIAK Marek Roman:PiS:8 0.28% 1296 (1=459105)
 546. GUZOWSKA Marzena Beata:Korwin:6 0.28% 1294 (1=459105)
 547. KRAKOWIAK Dariusz Piotr:PO:9 0.28% 1008 (2=358763)
 548. PASZYK Krzysztof Michał:PSL:6 0.28% 1641 (7=585119)
 549. WNĘK Barbara Katarzyna:PO:8 0.28% 2362 (11=847419)
 550. SZYKUŁA Maciej Wawrzyniec:PSL:4 0.28% 1186 (13=425708)
 551. ABRAMOWICZ Marta Magdalena:Europa+:3 0.28% 1274 (1=459105)
 552. ŁUCZAK Agnieszka Maria:Europa+:3 0.28% 1294 (6=468467)
 553. WITKOWSKA Karolina Joanna:SLDUP:9 0.28% 1612 (7=585119)
 554. MACIEJEWSKI Krzysztof:Ziobro:3 0.27% 1288 (6=468467)
 555. SOWIŃSKA Ewa Barbara:Ziobro:2 0.27% 1283 (6=468467)
 556. KUMOR-PILARCZYK Izabela Ewa:SLDUP:8 0.27% 1163 (13=425708)
 557. KULASIEWICZ Agata:Korwin:9 0.27% 1243 (1=459105)
 558. ORKISZ Jan:SLDUP:8 0.27% 2470 (10=915211)
 559. BRONAKOWSKA Elżbieta Anna:PSL:7 0.27% 1066 (3=395040)
 560. RYFIŃSKI Armand Kamil:Europa+:5 0.27% 1053 (5=392066)
 561. GOLA-SIENKIEWICZ Ryszard Jerzy:SLDUP:10 0.27% 1778 (12=662066)
 562. KUCHARSKA Barbara:PSL:9 0.27% 1141 (13=425708)
 563. BACHALSKI Dariusz Jacek:Europa+:3 0.27% 1141 (13=425708)
 564. SZYMAŃSKI Kasper Jakub:Korwin:5 0.27% 1568 (7=585119)
 565. GABRYELCZAK Małgorzata:PSL:9 0.27% 1255 (6=468467)
 566. KLUSKIEWICZ Anna Maria:Korwin:10 0.27% 1051 (3=395040)
 567. KOWSZYŃSKI Paweł Andrzej:Ziobro:3 0.27% 1051 (3=395040)
 568. WĄSIKOWSKI Leszek Jan:PSL:6 0.26% 1215 (1=459105)
 569. MAKOWSKI Maciej Sławomir:SLDUP:10 0.26% 946 (2=358763)
 570. MILEWSKI Andrzej:Korwin:4 0.26% 1031 (5=392066)
 571. NIEZGODA Marceli Mateusz:PSL:10 0.26% 1050 (8=399483)
 572. STOKŁOSA Radosław:Ziobro:2 0.26% 1029 (5=392066)
 573. DĘBSKA Anna Janina:SLDUP:6 0.26% 1227 (6=468467)
 574. GŁADKOW Jan:Korwin:10 0.26% 1113 (13=425708)
 575. FRYDRYCH Joanna Zofia:PO:6 0.26% 1039 (9=397991)
 576. BENDER-MOTYKA Bogna Maria:Ziobro:2 0.26% 1042 (8=399483)
 577. KONOPKA Antoni Jacek :PSL:5 0.26% 1718 (12=662066)
 578. GRABOWSKA Anna:PSL:9 0.26% 1017 (5=392066)
 579. BRZOSKOWSKA Danuta Wioletta:SLDUP:7 0.26% 930 (2=358763)
 580. BANAŚ Paulina Ewa:Europa+:4 0.26% 1516 (7=585119)
 581. CHADŻY Wojciech:SLDUP:6 0.26% 1709 (12=662066)
 582. KRAWCZYSZYN Tomasz:Korwin:10 0.26% 923 (2=358763)
 583. DOBROSZ Janusz Konrad:Ziobro:2 0.26% 1694 (12=662066)
 584. CIĘGOTURA Kamil:Korwin:4 0.25% 910 (2=358763)
 585. HANDZEL Ludomir Paweł:PO:9 0.25% 2321 (10=915211)
 586. DEMCZUK Andrzej Marcin:Korwin:3 0.25% 1011 (8=399483)
 587. SZYDLARSKI Michał:Korwin:7 0.25% 993 (3=395040)
 588. PAWŁOWSKA Iga Aleksandra:Korwin:9 0.25% 1167 (6=468467)
 589. JANIK Janina:PSL:8 0.25% 1649 (12=662066)
 590. MASIEL Jan Tadeusz:PiS:10 0.25% 1451 (7=585119)
 591. FLAKIEWICZ Marcin:Gowin:3 0.25% 969 (5=392066)
 592. ADAMOWICZ Dariusz:PSL:3 0.25% 1130 (1=459105)
 593. ZIELIŃSKI Konrad Aleksander:Korwin:8 0.25% 1148 (6=468467)
 594. MIAROWSKA Gertruda Gabriela:SLDUP:10 0.24% 975 (8=399483)
 595. HRYNKIEWICZ Józefa:PiS:6 0.24% 969 (9=397991)
 596. JAWORSKI Adam Marek:Ziobro:5 0.24% 1112 (1=459105)
 597. GADZINOWSKI Piotr:SLDUP:10 0.24% 1847 (4=762886)
 598. GUTEK Ewa Danuta:Ziobro:4 0.24% 1600 (12=662066)
 599. KMIECIK Adam Jan:PO:8 0.24% 961 (9=397991)
 600. BIŃCZYCKA Elżbieta:Europa+:2 0.24% 2200 (10=915211)
 601. MARUSIK Elżbieta Maria:Korwin:3 0.24% 1103 (1=459105)
 602. IGLICKA-OKÓLSKA Krystyna Ida:Gowin:2 0.24% 1828 (4=762886)
 603. KOZIEŁ Krzysztof:Ziobro:10 0.24% 956 (8=399483)
 604. MARKIEWICZ Dorota:Europa+:4 0.24% 1017 (13=425708)
 605. ŁUCZAK Stefan Nikodem:Ziobro:2 0.24% 857 (2=358763)
 606. POZNAŃSKI Marek:Europa+:4 0.24% 953 (8=399483)
 607. WIŚLIŃSKA Natalia Anna:RuchNarodowy:2 0.24% 952 (8=399483)
 608. KULINICZ Tomasz Teodor:PSL:7 0.24% 1012 (13=425708)
 609. GRAJDA Dariusz Grzegorz:PSL:3 0.24% 1813 (4=762886)
 610. KOTLĘGA Jerzy Waldemar:SLDUP:9 0.24% 1009 (13=425708)
 611. MICHAŁEK Iwona Krystyna:Gowin:2 0.24% 850 (2=358763)
 612. KAWKA Jacek:Ziobro:3 0.24% 1008 (13=425708)
 613. BIEŃKOWSKI Krzysztof:Gowin:5 0.24% 928 (5=392066)
 614. WOJTCZAK Dorota Barbara:SLDUP:9 0.24% 1103 (6=468467)
 615. MAŁOLEPSZA Magdalena:Gowin:6 0.24% 1556 (12=662066)
 616. RUDNICKA Jadwiga Julia:PiS:8 0.23% 1982 (11=847419)
 617. KOPYCIŃSKI Sławomir Piotr:Europa+:3 0.23% 2123 (10=915211)
 618. KAMIŃSKI Mikołaj Krzysztof:RuchNarodowy:2 0.23% 1526 (12=662066)
 619. ANTYPIUK Beata:PiS:9 0.23% 910 (3=395040)
 620. WARDA Helena:SLDUP:2 0.23% 915 (9=397991)
 621. RYŚ Anna Magdalena:Korwin:8 0.23% 2104 (10=915211)
 622. SUSZYŃSKA Krystyna:Europa+:2 0.23% 897 (5=392066)
 623. LIPCZYK Zbigniew Jerzy:Korwin:6 0.23% 1071 (6=468467)
 624. PANEK Krystyna Zofia:PiS:9 0.23% 1936 (11=847419)
 625. TOFIL Bronisław Tadeusz:SLDUP:7 0.23% 906 (9=397991)
 626. SORYS Stanisław Andrzej:PSL:4 0.23% 2074 (10=915211)
 627. MALKA Andrzej Roman:Korwin:3 0.23% 1056 (6=468467)
 628. BAUMGART Marek Piotr:PSL:10 0.22% 1315 (7=585119)
 629. BIELEWICZ Przemysław:Korwin:4 0.22% 956 (13=425708)
 630. SZAŁKOWSKA-WEST Ewa Maria:PiS:5 0.22% 1050 (6=468467)
 631. SYGA Artur Jerzy:Korwin:10 0.22% 1047 (6=468467)
 632. KOBIELA Renata Małgorzata:Gowin:3 0.22% 878 (3=395040)
 633. LABUDA Maria Barbara:Gowin:4 0.22% 1019 (1=459105)
 634. SKOWRON Zbigniew:PSL:4 0.22% 1468 (12=662066)
 635. OSTASZEWSKA Agata Jadwiga:Korwin:8 0.22% 1294 (7=585119)
 636. MURAT Krystyna Anna:Ziobro:4 0.22% 880 (8=399483)
 637. BORZYM Justyna:Gowin:3 0.22% 937 (13=425708)
 638. NIZIŃSKA Anna:Ziobro:6 0.22% 861 (5=392066)
 639. OCHAB Paweł:Gowin:7 0.22% 873 (9=397991)
 640. SPIŻEWSKA Marzena:Ziobro:4 0.22% 857 (5=392066)
 641. RYŚ-FERENS Erwina Lilia:PSL:10 0.22% 1659 (4=762886)
 642. TARGOŃSKI Robert:Ziobro:4 0.22% 859 (3=395040)
 643. SŁOMKOWSKA Aleksandra:Europa+:10 0.22% 850 (5=392066)
 644. DZIUBIŃSKI Jan:Ziobro:5 0.22% 860 (9=397991)
 645. HOŁOWNIA Magdalena:Korwin:5 0.22% 863 (8=399483)
 646. SIDZ Agata:Korwin:8 0.22% 853 (3=395040)
 647. KOSIŃSKA Monika:Europa+:10 0.22% 1263 (7=585119)
 648. WADOŃ Jan:SLDUP:8 0.21% 771 (2=358763)
 649. DZIEMDZIELA Paweł:SLDUP:8 0.21% 1004 (6=468467)
 650. MAŃKA Andrzej:Gowin:2 0.21% 856 (8=399483)
 651. ŁUBIŃSKI Wiesław:Gowin:2 0.21% 846 (3=395040)
 652. SEROCKA Ewa Aleksandra:SLDUP:10 0.21% 981 (1=459105)
 653. POPEK Amadeusz Jan:Korwin:4 0.21% 851 (8=399483)
 654. PIETRZYKOWSKA-ĆWIEK Grażyna:Ziobro:3 0.21% 1244 (7=585119)
 655. PILAWKA Tomasz:PSL:6 0.21% 1405 (12=662066)
 656. ŁUCZAK Marzena Izabela:Ziobro:6 0.21% 903 (13=425708)
 657. SIUDYM Mariusz:Korwin:5 0.21% 1612 (4=762886)
 658. KACZMAREK-SŁAWIŃSKA Katarzyna Anna:Ziobro:4 0.21% 758 (2=358763)
 659. LESZCZYŃSKI Robert:Europa+:4 0.21% 833 (3=395040)
 660. JANIEC Alicja Jadwiga:SLDUP:7 0.21% 1394 (12=662066)
 661. SAWICKA Nina Anna:Korwin:9 0.21% 1924 (10=915211)
 662. WIECZOREK Dariusz:Korwin:6 0.21% 754 (2=358763)
 663. RYBACKA Marlena Hanna:Korwin:5 0.21% 753 (2=358763)
 664. BIAŁEK Agnieszka:Gowin:3 0.21% 1777 (11=847419)
 665. RUBIŚ Tomasz Łukasz:Korwin:4 0.21% 1380 (12=662066)
 666. JACHLEWSKA Elżbieta:Zieloni:1 0.21% 953 (1=459105)
 667. PIECHOWIAK Grzegorz:Gowin:5 0.21% 1214 (7=585119)
 668. STEFANOWICZ Witold:RuchNarodowy:2 0.21% 823 (9=397991)
 669. WĘGLARZ Ewa:Ziobro:4 0.21% 1745 (11=847419)
 670. SZATKOWSKI Radosław Jan:PSL:5 0.21% 943 (1=459105)
 671. CISZEK Roman Piotr:PO:9 0.20% 815 (9=397991)
 672. KURASZKIEWICZ Joanna Małgorzata:Korwin:6 0.20% 1196 (7=585119)
 673. STRUS-KOZŁOWSKA Kinga Aleksandra:Gowin:6 0.20% 810 (9=397991)
 674. PACA Monika Maria:Zieloni:1 0.20% 1703 (11=847419)
 675. BANDUŁA Magdalena Maria:Korwin:7 0.20% 1838 (10=915211)
 676. PLOTZKE Kazimierz Julian:Ziobro:3 0.20% 918 (1=459105)
 677. KOZDĘBA Daniel Witold:SLDUP:8 0.20% 794 (9=397991)
 678. MICHALAK Agnieszka:Gowin:4 0.20% 1166 (7=585119)
 679. GIBAS Teresa Jadwiga:PiS:7 0.20% 1318 (12=662066)
 680. WASIEWICZ Ewa :Europa+:3 0.20% 791 (9=397991)
 681. WAWRZYNIAK Piotr Bogusław:Korwin:9 0.20% 1159 (7=585119)
 682. BIESIADA Dominika Anna:SLDUP:10 0.20% 1812 (10=915211)
 683. PIEKUT Justyna:PSL:5 0.20% 785 (9=397991)
 684. URUSKI Piotr Marcin:Ziobro:7 0.20% 784 (9=397991)
